,Game ID,White Rating,Black Rating,Opening ECO,Opening Ply,White Centi-pawn Loss,White's Number of Inaccuracies,White's Number of Mistakes,White's Number of Blunders,Black Centi-pawn Loss,Black's Number of Inaccuracies,Black's Number of Mistakes,Black's Number of Blunders,Winner
9618,ageqRRlk,2193,2147,B90,10,64,1,0,3,104,2,2,2,White
9619,dZTDr4Pe,1254,1228,C50,8,100,1,2,4,56,1,0,4,Black
9620,7UVftKN1,1999,1994,C44,7,83,2,2,6,113,3,2,7,White
9621,jBwsfsRD,1885,1886,C20,3,142,5,2,5,111,5,1,6,Black
9622,owjpbClY,2022,1902,E05,10,70,4,0,5,49,3,1,3,Black
9623,zQhaiM08,822,931,C40,3,70,6,2,2,107,9,1,3,White
9624,RRBk5x5Q,892,955,C20,3,172,2,3,4,223,4,3,7,White
9625,VpsyJXT0,984,985,B00,2,183,2,5,6,148,8,5,3,Black
9626,9rpJVG7u,1557,1822,B27,3,62,3,1,1,16,2,0,0,Black
9627,J1FO7f1J,1833,2073,B30,4,33,4,0,2,17,5,1,0,Black
9628,2ENATre8,1314,1172,C20,3,56,5,1,1,91,4,4,2,White
9629,oVV9nZBn,1276,1205,A40,2,51,4,0,1,97,5,1,2,White
9630,1bXc6gR3,2105,2103,D37,12,105,4,1,7,87,4,0,7,Black
9631,LBdzwB8e,2097,2108,B01,2,50,3,1,2,71,3,3,2,White
9632,oVUa5z0i,2210,2095,C21,5,93,5,7,3,73,6,1,4,Black
9633,hXDBg5bV,2087,2180,B20,3,32,3,3,1,52,6,2,3,White
9634,zsrMNVqq,1599,1567,B01,4,56,1,1,1,21,1,0,0,Black
9635,1Sfd45Sz,1771,1775,B21,3,79,4,4,4,46,3,4,2,Black
9636,N0rxIuk0,1533,1855,B30,5,62,5,1,1,32,2,2,0,Black
9637,Jn9qYUFJ,1464,1781,B20,3,71,3,1,1,17,0,0,0,Black
9638,h3IQSPEM,1874,1736,B01,4,50,3,0,1,10,1,0,0,Black
9639,E1pEzZeG,1889,1691,B30,4,56,2,0,1,15,1,0,0,Black
9640,iiSsKkHt,1650,1801,C62,6,19,2,0,0,56,3,4,0,White
9641,EpfS4ipQ,1723,1772,B01,2,49,1,1,1,18,2,0,0,Black
9642,G8i6GcCZ,1639,1556,E20,6,49,2,1,1,90,4,0,1,White
9643,TJ5jisRB,1539,1630,C11,6,45,6,1,2,25,5,1,0,Black
9644,56ftNJN6,1635,1676,A20,4,49,2,1,4,80,4,2,3,White
9645,34t38UUD,2352,2151,B93,11,34,0,1,1,71,5,3,1,White
9646,nVheNiq3,1786,2145,B23,3,40,6,0,1,12,2,0,0,Black
9647,YxEu72cz,2135,2058,C02,7,18,6,0,1,38,7,1,2,White
9648,eadrlGzV,2065,2135,D05,14,47,6,1,1,15,1,0,0,Black
9649,UMAt6BF0,2127,2231,B44,8,66,3,3,1,95,5,4,2,White
9650,95u2K73g,1787,1828,C46,7,67,0,2,1,129,0,2,2,White
9651,1j6EawIJ,1748,1775,B01,6,104,4,2,3,55,6,3,1,Black
9652,2mtxGn3E,1738,1738,C41,4,85,3,1,1,105,2,1,3,White
9653,s69nQ9CQ,2008,2509,B24,5,41,4,2,2,21,4,0,1,Black
9654,093uhW0a,1667,2508,B01,4,46,6,0,2,17,1,1,0,Black
9655,Un5sdBle,2508,1749,A00,1,18,4,0,0,53,4,0,2,White
9656,COhw5yVd,2488,2449,A00,1,18,4,0,0,36,4,0,1,White
9657,FMYjCoZ6,2491,2463,D77,11,15,2,0,1,17,4,0,1,Draw
9658,Fj4mHaXX,2355,2435,B06,5,63,4,1,1,25,3,1,0,Black
9659,ZVzhtO1f,2393,2438,D35,6,37,10,3,3,37,5,2,5,Draw
9660,NEeMNWHd,1863,1916,C42,9,61,3,1,3,92,0,3,3,White
9661,NQBncDTp,1934,1855,B59,13,144,3,2,8,120,5,0,6,Black
9662,7luLEurh,1861,1849,D00,3,116,2,3,8,99,7,0,5,Black
9663,HwOLsYIE,1956,1842,B20,2,75,5,1,4,41,4,2,1,Black
9664,5eMKA0vL,1961,1678,D21,5,10,1,0,0,62,2,1,1,White
9665,MmzpnvkK,1698,1736,A15,4,59,3,1,2,36,1,0,1,Black
9666,n6HpxsvR,1827,1713,C41,5,23,5,0,3,40,6,2,2,White
9667,mKzQ4hv4,1441,1466,C01,5,47,4,0,3,27,1,1,2,Black
9668,G0OoSoGq,1262,1610,C00,3,108,8,1,4,67,5,5,2,Black
9669,8xAuTl2L,1472,1593,A00,1,78,4,3,4,110,3,3,5,Black
9670,aWBF2WiM,1765,1711,C30,4,76,12,3,1,65,5,2,2,Black
9671,e7XRxk22,1500,2108,A14,9,15,1,0,0,36,4,2,0,Black
9672,jQ5b1bb6,2108,1957,B56,10,53,4,0,1,9,0,0,0,Black
9673,OsjDGtzM,2108,2115,B08,12,6,0,0,0,17,0,0,1,White
9674,DxwMq5Uv,2253,2108,C55,7,16,1,0,0,41,5,1,1,White
9675,oRRg9EUS,2078,2250,C26,5,55,6,4,3,60,8,3,3,White
9676,sLGxO9H3,2244,2132,C43,6,57,1,3,5,56,5,2,4,White
9677,LluaQYRM,2139,2247,C42,9,24,1,1,1,27,3,2,1,Draw
9678,3cbhK2VJ,2241,2107,B90,11,32,4,2,0,55,4,2,2,White
9679,qYFYR2XC,2070,2245,B09,10,63,6,0,3,60,4,0,3,Draw
9680,gdyx0ye0,2246,2196,C00,3,7,0,0,0,6,0,0,0,Draw
9681,Gl9H5GtJ,2170,2258,C24,4,52,6,4,7,62,9,8,7,White
9682,hv1cuew4,2254,2404,C45,8,20,0,0,5,19,3,0,4,Draw
9683,fPYWP4aO,2130,2246,C26,5,61,7,3,3,51,5,1,5,Black
9684,fpTpxJZv,2258,2207,B00,2,155,2,2,3,117,2,3,3,Black
9685,7J2vMowD,2173,1767,D00,3,34,4,2,0,11,0,0,0,Black
9686,LYyXzaFE,1834,1753,C00,3,49,5,1,1,20,0,1,0,Black
9687,L8tIty5s,1732,2091,E60,5,16,1,0,0,43,5,2,0,White
9688,X9gx0YKO,1993,1713,C14,12,35,1,1,1,6,0,0,0,Black
9689,HEsrAMLm,1793,1699,A06,3,40,3,2,0,10,0,0,0,Black
9690,PqIcnRHq,1685,1753,D30,4,11,1,0,0,43,2,0,1,White
9691,xukMECzZ,1833,1669,B00,4,57,5,0,1,9,0,0,0,Black
9692,PAMgjLbT,1663,1862,D08,7,28,1,1,1,30,5,0,3,Draw
9693,5sZE3u1B,1942,1663,A45,5,34,6,1,2,57,5,2,5,White
9694,1ncFeQWN,1660,1639,B00,2,91,2,1,6,128,4,2,7,White
9695,Uj4Wz11z,1649,1674,A00,1,44,5,0,3,22,2,0,3,Black
9696,fqcy8aaO,1315,1415,A00,1,84,5,7,7,72,8,3,7,Black
9697,aEbp5GDH,1352,1313,A40,1,58,1,1,4,79,7,2,4,White
9698,rAc8QbrY,1323,1274,A00,3,128,7,1,9,126,3,2,10,Draw
9699,PoeAvOXJ,1664,1649,B12,7,45,2,0,1,8,0,0,0,Black
9700,sNlwcFdt,1665,1648,B75,14,20,4,1,0,42,1,2,1,White
9701,g7Ggou7Y,1666,1301,B50,6,14,0,1,0,26,1,0,1,White
9702,8N5YWrSi,1550,1500,D04,6,79,2,3,4,49,7,0,2,Black
9703,jmrdrPY3,1513,1525,A80,2,126,3,1,4,106,1,2,3,Black
9704,JoQrAUlK,1598,1565,A21,3,43,1,0,2,61,4,2,1,White
9705,rivPvcuV,1557,1552,B40,4,123,4,5,3,98,4,1,5,Black
9706,1Q1PiPle,1805,1794,B27,6,87,4,4,5,87,7,2,4,White
9707,8JAwyJBt,1372,1550,A21,3,31,7,0,1,6,3,0,0,Black
9708,V7W4ThC3,1471,1557,B20,3,24,3,0,0,71,1,0,1,White
9709,NxpJCvJO,1348,1296,C78,10,32,0,1,0,85,1,2,1,White
9710,4LDl475G,1334,1350,A45,4,63,2,2,3,89,6,0,4,Black
9711,1n5LQkbp,1500,1453,B40,5,71,2,2,3,58,4,2,1,Black
9712,GETPg01p,1986,2226,A48,4,16,0,0,0,49,1,1,2,White
9713,9aLGqlqc,1785,1787,B40,8,42,4,1,2,78,5,3,2,White
9714,5gNs2EJy,1787,2281,A50,3,58,1,0,3,35,1,0,1,Black
9715,YJvSrkWy,2251,2249,B12,7,58,2,2,2,38,2,0,1,Black
9716,OPXlYbQj,2251,2244,A45,3,68,6,1,2,36,6,2,0,Black
9717,648G2XTS,2251,2213,D02,5,25,6,1,1,13,2,1,0,Black
9718,LELOg0Kz,2208,2267,A56,6,56,10,4,3,42,9,5,1,Black
9719,Xc0INMmQ,2161,2260,A50,4,52,5,3,2,36,6,3,1,Black
9720,5zdtli6m,2256,2074,A05,3,18,1,0,0,44,3,2,0,White
9721,9ycLi0zG,2197,2257,B00,2,31,3,3,1,28,3,2,2,Draw
9722,WyKMGImG,2252,2460,A46,5,22,0,0,0,22,0,0,0,Draw
9723,XQtkEh3h,1962,2249,A40,2,36,5,1,0,13,2,0,0,Black
9724,Ep0Yiwe9,2254,2071,A05,3,25,1,0,1,22,1,0,1,Draw
9725,FDhEiB6P,1961,2251,A56,4,45,6,0,1,26,2,1,0,Black
9726,sdWTci1o,2253,2178,E65,16,15,1,1,0,15,2,0,0,Draw
9727,zMT2dbga,2251,1805,A14,9,44,5,6,0,67,4,6,3,White
9728,SiNekb95,1693,1619,C23,3,161,0,2,5,112,1,3,3,Black
9729,y0Keee6d,1330,1282,C41,4,59,10,4,2,75,12,4,3,White
9730,ufmW6aoM,1459,1313,D15,7,81,3,3,1,79,3,1,3,White
9731,1auhiWym,1803,2131,B54,8,38,5,3,2,55,2,3,4,White
9732,xEC00APJ,1931,1875,B01,4,92,2,2,2,58,3,1,1,Black
9733,LwwjGIkY,1819,1823,A01,2,101,4,3,3,64,2,1,2,Black
9734,MvQfGjLj,1787,1799,B01,4,58,2,0,1,74,0,0,3,Black
9735,UC2nc6j6,1715,1709,B01,4,44,7,3,1,27,3,1,1,Black
9736,KReNeyF3,1893,1951,B32,6,57,4,1,1,27,5,0,0,Black
9737,ZxHY9Lt1,1933,1899,D10,5,24,1,0,2,58,6,1,2,White
9738,IqULsSgV,1952,1970,D37,7,42,0,2,1,16,1,1,0,Black
9739,YVyHGhUN,1841,1959,B50,4,30,4,2,3,31,7,1,3,Draw
9740,A1nAVcoB,1830,1944,D02,4,35,4,2,0,48,9,1,0,Black
9741,ONZDlsvS,1888,1948,B90,11,20,4,1,0,34,9,3,1,Draw
9742,2tvDamf1,1926,1880,D10,5,15,3,0,1,33,9,1,1,White
9743,kk1CtF81,1925,1938,D10,5,23,3,1,1,22,2,1,1,Draw
9744,Qg3g8fGC,1884,1959,B50,4,17,1,0,0,37,1,2,0,White
9745,dJd3Opua,1824,1938,B90,10,99,5,4,4,57,3,3,2,Black
9746,PxgFI0Pi,1273,1242,C00,3,13,0,0,0,83,2,0,2,White
9747,7pEb4TQS,1528,1658,C41,8,117,3,1,3,83,4,1,1,Black
9748,7hBXEzc5,1080,1030,A40,2,34,1,0,1,93,3,0,2,White
9749,Mq3JVjAJ,1848,1698,A24,6,27,3,0,0,74,3,5,0,White
9750,uAuZtvA3,1737,1830,B01,6,72,3,4,4,46,2,2,1,Black
9751,BMjmNBzx,1696,2037,C45,8,39,3,0,1,87,4,1,2,White
9752,EhFWvoYN,1365,1402,B01,8,35,3,1,1,76,2,1,3,White
9753,6gj7MO7x,2040,1606,C66,8,68,3,0,2,34,3,2,1,Black
9754,dCZqVTVo,2040,1609,B50,6,46,5,2,0,9,2,0,0,Black
9755,m25aq2OS,2040,2151,C70,8,8,0,0,0,62,2,1,1,White
9756,rYX1PRmZ,1997,1948,D00,3,8,0,0,0,51,3,2,0,White
9757,4ggMDyCj,1987,1571,D00,3,4,0,0,0,56,3,2,0,White
9758,AXKV8hRC,1203,1681,C48,9,27,1,1,1,80,0,1,2,White
9759,tCBhcWZd,1850,1883,A25,4,21,1,0,1,11,0,1,0,Black
9760,hAPJtbaL,1851,2010,C00,3,33,2,2,1,7,0,0,0,Black
9761,O2cEXTWV,2118,1817,C13,8,36,1,0,1,17,4,0,0,Black
9762,gHdTWKSY,1806,1447,B27,3,11,0,0,1,49,3,2,1,White
9763,c8Pgmdm2,1548,1343,D06,4,28,2,2,0,63,3,0,3,White
9764,xkFjcBpq,1780,1685,C44,8,27,1,0,2,54,5,2,2,White
9765,u1T6HvMs,1780,1644,B20,3,9,0,0,0,62,1,3,1,White
9766,kU8jWP7B,1644,1780,C50,9,45,2,1,1,82,6,1,2,White
9767,GGzrsDdb,1822,1749,C65,8,51,2,2,1,16,2,0,0,Black
9768,odpVffwB,1738,1726,B20,3,17,1,0,0,39,1,0,1,White
9769,A1sCoxa2,1609,1754,C65,6,11,0,0,0,39,5,0,1,White
9770,CqVBbVAR,1739,1833,B06,5,14,1,0,0,43,6,2,0,White
9771,U2ndAYT7,1725,1785,C01,5,11,0,0,0,43,3,0,1,White
9772,gGFHAxW4,1634,1716,C40,4,55,5,1,1,12,1,1,0,Black
9773,gVJ9vgSx,1811,1700,C21,5,45,4,0,0,20,2,0,0,Black
9774,KZRuBgv4,1206,1311,C57,8,55,0,0,3,81,2,2,3,White
9775,VwXbYTji,1189,1287,A20,2,83,5,0,4,60,4,0,4,Black
9776,tAYa2ePN,1307,1210,C50,5,38,3,1,3,67,8,1,2,White
9777,TleLla6J,1862,1637,C50,6,27,1,1,0,62,4,1,2,White
9778,sIBcYgvO,1891,1622,C50,6,20,1,0,0,57,3,1,1,White
9779,3LolAZKu,2588,2263,B08,8,54,6,0,5,65,6,3,5,White
9780,CbL7I9ZN,2254,2407,B23,3,54,4,2,8,68,7,4,8,White
9781,iNhshLeE,2114,2243,B40,4,59,9,3,1,36,4,3,1,Black
9782,Ket1kzUT,1683,1739,B34,9,51,4,1,3,21,6,1,0,Black
9783,orXuppD5,1724,1732,B32,8,66,3,2,3,37,3,2,2,Black
9784,c2VF5IMg,1726,1690,A45,3,146,2,1,4,211,1,1,3,White
9785,auZqebFc,1757,1731,B34,9,127,2,1,4,182,0,0,6,White
9786,ikaCVDC2,1706,1737,B20,3,72,1,0,2,104,1,1,2,White
9787,mRn5enPi,1675,1742,D00,3,68,2,1,2,24,1,1,0,Black
9788,GMljPX5l,1944,2195,B12,7,80,3,3,2,47,3,1,2,Black
9789,BRRydbyZ,1884,2232,B90,17,31,2,2,0,65,4,0,3,White
9790,wY81bPAh,1861,1900,B54,8,21,3,0,0,57,3,0,2,White
9791,1IztQ7AZ,1418,1411,B20,3,84,4,0,3,84,8,1,3,Black
9792,TKHN63Rf,1434,1438,B01,2,31,1,1,1,64,5,1,1,White
9793,XldWejfA,1433,1453,A00,4,44,6,0,1,98,6,0,2,White
9794,H8ZbC9Nb,1245,1228,C60,5,93,3,3,4,87,2,4,6,Black
9795,c97bIIYV,1287,1099,B20,2,48,6,3,0,74,5,3,2,Black
9796,YcFsnSyR,1211,1230,B20,2,79,2,1,2,98,3,4,3,White
9797,3zUeArOl,1344,1500,B50,4,59,4,1,2,91,2,3,4,White
9798,FCCH9XJv,1960,2006,A11,2,55,3,2,2,76,5,2,3,White
9799,zhtyKUxM,1942,2069,D35,9,58,2,1,4,83,6,1,5,White
9800,LZujZkmz,1940,1626,A10,1,57,2,1,2,104,5,2,2,White
9801,vY8z4b1c,1900,1821,A18,5,58,6,2,4,75,7,3,4,White
9802,442kDWUS,1852,2162,D30,4,97,2,1,2,38,3,0,1,Black
9803,hOA1DIUC,2021,2156,C34,6,58,3,0,2,100,5,1,3,White
9804,WPMzSPnw,1856,1788,B10,2,42,4,1,4,32,5,2,2,Black
9805,2ybOoxvL,1807,1786,D51,10,35,6,0,1,66,7,1,2,White
9806,Cxzgsx9B,1716,1799,B12,7,67,5,2,6,89,4,3,6,White
9807,0aeojyZi,1833,1803,A43,4,71,7,3,7,57,5,3,6,Black
9808,4HNBoVym,1701,1805,D02,5,68,5,1,7,66,6,1,6,Draw
9809,WzRkeOw3,1799,1756,B23,3,40,2,3,1,60,1,2,2,White
9810,urwRkDG2,1582,1623,B50,6,22,5,1,0,44,8,3,0,White
9811,Q9jJhqhK,1718,1752,C41,4,23,3,0,0,29,2,1,0,Black
9812,jE7x6taF,1998,2062,B06,4,58,6,2,3,62,6,2,2,White
9813,sTvvTCWc,2039,2015,B10,2,68,4,1,1,100,2,1,3,White
9814,LAySXckE,1685,1750,A40,2,58,5,4,2,29,4,0,1,Black
9815,ucJ3IUYo,2357,1519,C47,7,17,0,1,0,59,3,0,2,White
9816,jqV93Y09,1706,1519,E90,11,41,3,2,0,6,0,0,0,Black
9817,iqv0w24K,1817,1497,A46,7,50,4,0,1,10,0,0,0,Black
9818,WTnM1SZW,1838,1474,D01,5,41,2,1,0,9,0,0,0,Black
9819,GFtOrJQR,1972,1451,B20,3,63,4,1,1,15,2,0,0,Black
9820,TlGrZVt8,1898,1383,B10,2,51,6,1,0,8,0,0,0,Black
9821,71zFrcZD,1361,1823,C47,8,14,0,0,0,53,1,1,1,White
9822,5NtEEuS5,1848,1339,D10,4,49,1,2,1,13,1,0,0,Black
9823,xGyL2vQD,1363,1708,C50,11,18,1,2,0,42,5,2,1,White
9824,ywFLkTmP,1356,1583,C41,4,40,4,0,2,50,1,0,2,White
9825,q1tiYIhe,2020,1329,C30,3,18,1,0,0,54,6,0,1,White
9826,WE8xBp44,1477,1426,D20,4,74,3,3,3,52,1,2,2,Black
9827,YIsYI4fR,1467,1476,B10,2,100,0,0,6,152,4,0,5,White
9828,Sp1cZIA0,1477,1436,C77,9,59,2,0,1,16,0,0,0,Black
9829,xLN5bllt,1488,1472,C41,8,159,2,1,3,200,5,0,5,White
9830,6cPQ7yBi,1315,1486,A53,4,46,1,3,1,84,2,2,2,White
9831,nyNIx3Gy,1256,1267,B22,3,78,2,2,3,114,2,4,3,White
9832,1c9uM3UW,1305,1218,C65,6,128,4,3,5,109,8,2,6,Black
9833,SihLByhR,1716,1464,C50,5,79,2,0,3,54,4,0,3,Black
9834,PT9STFD7,1413,1280,C61,6,39,1,0,2,72,1,0,3,White
9835,NhTgFLTz,1284,1436,C40,4,28,1,2,0,76,6,1,1,White
9836,8BnHCXtm,2092,2086,B00,2,20,2,0,0,80,3,2,1,White
9837,ilnXkqvT,1188,1181,D00,6,105,3,0,2,100,1,0,1,White
9838,8OYuRbch,1222,1494,C46,7,66,2,2,1,97,2,1,2,White
9839,JpBesSIt,1472,1513,C41,8,82,1,1,3,128,2,0,3,White
9840,VvdeZTvf,1501,1459,C20,3,56,4,1,1,24,1,0,0,Black
9841,kKCeNd5y,1518,1446,C68,7,74,3,3,2,45,1,1,0,Black
9842,yOpF9eNU,1407,1448,E91,11,54,1,1,2,53,3,0,2,White
9843,MZQWpaTY,1291,1159,C20,3,143,3,1,3,186,5,1,4,Black
9844,lRzRhcoH,1589,1553,A15,3,54,4,1,2,28,3,0,2,Black
9845,9TW6RP2p,1593,1417,B00,3,95,2,1,5,64,5,4,1,Black
9846,pp8j2xMS,1905,1901,B94,11,47,10,0,2,28,6,2,0,Black
9847,u7DcZ9jI,1899,1970,B50,4,41,6,3,1,40,6,0,2,Draw
9848,MwwIqzh9,2007,1892,B90,11,107,0,0,3,37,2,0,2,Black
9849,N3FiwX5v,1815,1818,C20,3,67,1,2,5,40,2,2,3,Black
9850,lUQpk00B,1784,1920,A00,1,23,1,0,0,74,2,0,1,White
9851,lzI6RZTS,1802,1753,B00,2,134,2,1,3,81,3,2,1,Black
9852,aH7KSCS1,1666,1689,A40,2,209,2,1,9,181,3,1,7,Black
9853,GQqImHup,1653,1676,A00,1,105,1,0,3,139,2,1,3,White
9854,0yXxgcgq,1623,1563,A00,1,93,1,1,4,128,4,2,6,White
9855,iKc7aSt6,1600,1580,B00,2,100,7,0,4,59,1,1,3,Black
9856,Uq6raxST,1742,1705,A01,5,48,7,7,3,34,7,2,3,Black
9857,zar3serr,1424,1839,C02,7,110,2,1,4,68,0,1,3,Black
9858,lpu2R6sE,1805,1910,D02,5,67,3,3,1,92,6,1,4,White
9859,yaOcWmKm,1840,1776,C40,4,73,1,0,2,119,0,0,2,White
9860,lX4HMQDR,1828,1935,C41,7,14,3,1,0,36,3,1,2,White
9861,zENuLSDC,1774,1736,C50,6,45,2,1,2,63,4,0,3,White
9862,ZLRROQuG,1749,1765,B33,11,117,5,1,3,75,2,2,2,Black
9863,PyB6Mp0m,1875,1244,B10,2,33,1,0,0,84,2,1,1,White
9864,HVyB9QN8,1495,1501,B20,3,39,2,2,0,6,0,0,0,Black
9865,egYoLuaC,1522,1523,B00,2,149,8,3,4,125,2,2,6,Black
9866,XJQ1XmlC,2299,1868,C40,4,21,1,0,1,55,1,1,2,White
9867,RwMFwx4m,1869,2293,C50,9,35,4,1,2,17,1,3,0,Black
9868,yQxIDWSX,2087,2277,C88,14,53,0,0,2,25,1,0,1,Black
9869,rtoHIkWj,2439,2225,D07,6,49,3,1,1,19,1,2,0,Black
9870,fJkzbC4O,2183,2272,C65,9,23,1,0,0,55,5,0,1,White
9871,xpRXckbx,2182,2156,C45,8,42,4,2,0,8,0,0,0,Black
9872,qFNNnqtl,1769,1581,B00,2,53,4,1,1,92,5,2,2,White
9873,CMPeQOqN,2044,1945,C64,7,9,1,0,0,35,7,1,0,White
9874,gMRMJ7sE,1979,2030,A16,7,73,3,1,2,34,2,2,1,Black
9875,slVru4z0,2025,1879,C00,3,45,3,3,0,70,8,3,1,White
9876,AsQQEWAu,1984,2020,B22,3,37,5,2,0,18,2,1,0,Black
9877,uWyGFm3H,1622,1606,A00,1,45,5,1,2,76,7,4,2,White
9878,JJjgrBSs,1398,1631,C50,6,105,7,3,3,87,6,4,1,Black
9879,buaAR6sP,1715,1796,C26,5,84,5,4,2,55,4,1,1,Black
9880,OQ6OGKrR,1418,1643,A45,2,109,3,3,6,138,4,1,7,White
9881,ID6EDtZp,1355,1531,A45,2,68,4,1,5,53,4,1,2,White
9882,TjKZOkpE,1336,1199,A45,5,162,5,2,4,138,4,3,6,White
9883,MnmAqxlb,1363,1211,A46,3,39,7,2,3,56,6,3,4,White
9884,MefP4qs5,1500,1330,C44,5,118,2,2,2,70,3,1,1,Black
9885,O5Q4jw5Z,2226,1907,E60,5,32,3,1,2,63,3,0,3,White
9886,BHGHmzRX,1522,1642,A40,2,101,10,1,1,65,5,0,2,Black
9887,dAc690L5,1533,1644,A40,2,74,2,5,2,43,5,2,1,Black
9888,1W7lmRsA,1662,1525,A00,4,74,7,4,3,61,7,2,2,Draw
9889,T8cBx76x,1501,1435,D00,3,47,4,3,3,63,2,2,5,White
9890,s5vPRunD,1250,1185,A05,3,82,6,1,2,49,8,1,0,Black
9891,UVXxhJe5,1232,1240,D35,6,31,4,0,1,45,2,3,1,Black
9892,1NXt4NxG,1507,1625,C41,4,75,2,1,5,80,1,1,4,Draw
9893,7z8bgAKv,1640,1696,C41,4,95,4,0,3,52,5,0,1,Black
9894,7BV7ovnd,1299,1331,A00,1,67,2,2,2,45,3,1,1,Black
9895,A1SZH548,1344,1277,C46,6,64,3,6,4,46,2,1,4,Black
9896,Fd4fq7G2,1358,1248,C47,7,82,3,1,4,47,2,0,2,Black
9897,C4FFkz65,1362,1347,D35,6,111,6,2,5,80,4,0,4,Black
9898,hkspKvjp,1301,1327,B01,2,51,5,2,1,16,1,0,1,Black
9899,IkItONiJ,1313,1274,C62,6,33,4,2,3,52,3,1,6,White
9900,CRqZ0nFv,1305,1294,B01,2,198,3,2,9,227,2,3,9,White
9901,BySolwIC,1150,1298,B01,2,172,2,3,6,146,3,3,5,Black
9902,gP5dTWE2,1500,1578,D02,4,107,2,0,2,139,1,1,3,White
9903,qFMCKQ3x,1884,1842,A40,2,52,0,0,2,24,2,0,1,Black
9904,4teFAdSs,1868,1873,A48,5,82,4,1,5,117,4,3,6,White
9905,lVqO3Gwy,1179,1868,B00,2,63,7,4,2,44,6,1,2,Black
9906,HsM9mbjf,1626,1862,C45,7,69,2,0,2,70,5,3,1,Black
9907,UghFpuNy,1842,1845,A46,4,131,7,3,3,102,6,4,4,Black
9908,Ppg26suy,1785,1834,C24,5,64,6,5,4,48,2,4,5,Black
9909,aD5Az8qK,1827,1765,D00,3,67,0,1,1,20,1,0,0,Black
9910,ZLpuc4Ft,1655,1659,C42,7,42,7,0,2,77,3,3,3,White
9911,U0rV8fLB,1801,1817,C00,2,53,6,0,1,34,0,1,2,Black
9912,Cnrkl0EC,1331,1221,D20,6,143,2,1,3,193,1,1,2,White
9913,ZoCO2hD7,1302,1298,D06,4,151,2,2,4,191,6,1,4,White
9914,WlklO7RR,1252,1331,B50,5,110,0,0,2,153,2,2,2,White
9915,LEnHoSxt,1294,1319,A20,2,184,3,2,7,209,6,2,8,White
9916,XXcJDfbz,1228,1298,D00,4,58,2,0,2,23,0,1,0,Black
9917,4qOkYVoN,1979,1828,A40,6,63,7,1,0,109,3,1,3,White
9918,GvwHqa92,1965,1699,C10,5,32,4,0,3,61,3,2,1,White
9919,bbDwqceU,1580,1958,D08,4,49,1,0,1,8,2,0,0,Black
9920,pr9CclUh,2000,1829,C42,15,18,1,1,0,42,1,1,1,White
9921,sfEUAp73,1978,2001,C34,6,68,9,6,8,68,11,6,6,Draw
9922,4DShwN9c,1998,2132,A05,2,29,3,1,1,20,0,0,1,White
9923,oo9E37Ca,2121,2009,C62,11,8,0,0,0,64,2,0,1,White
9924,4gQrjdSJ,2002,1782,D11,5,31,1,2,1,38,3,0,2,White
9925,Lvp3Xr7I,2005,1976,A40,2,36,3,3,4,52,7,1,5,White
9926,Mil1QRJQ,1983,1954,D78,12,17,2,2,0,15,1,1,0,Draw
9927,W2pz3uOr,2056,2168,D00,2,21,1,1,0,4,0,0,0,Draw
9928,GFq8ryrs,2142,2158,C67,8,14,2,1,0,5,0,0,0,Black
9929,aCDDuqqP,2098,2148,B01,4,42,2,1,1,6,0,0,0,Black
9930,NVh4j6FK,2126,2183,C40,4,17,2,0,1,14,3,0,0,White
9931,msDBj13y,1655,1618,B10,2,36,6,0,2,38,4,0,2,Draw
9932,FSXOtakt,1501,1536,D00,3,74,15,2,5,56,8,1,3,Black
9933,oeNcUdpL,1953,2116,B40,7,12,2,0,0,22,2,0,1,White
9934,xHR40apb,1969,2023,B40,7,58,2,0,1,8,0,0,0,Black
9935,UTH6E5B6,1936,1980,C15,6,9,0,0,0,83,0,1,1,White
9936,RebUNQFN,1757,1866,B20,3,74,4,0,1,4,0,0,0,Black
9937,j0MHI4xp,1649,1784,B22,3,53,2,0,1,4,0,0,0,Black
9938,WSLwWhqW,2003,1793,B06,2,124,5,1,5,111,2,3,2,Draw
9939,CdxzrfT8,1791,1774,A40,2,57,1,0,2,36,1,1,1,Black
9940,WZoYonnr,1300,1273,C00,3,155,7,2,3,131,7,0,2,Black
9941,uaQ6UZ8j,1287,1286,A00,1,87,5,3,3,62,4,4,2,Black
9942,xdPfT1re,1885,1816,A21,3,54,0,4,1,102,3,0,3,White
9943,nh0dJn6H,1762,1519,B00,6,22,4,0,0,56,5,1,1,White
9944,jo05FOET,2189,2341,A10,4,50,10,1,3,63,10,2,4,White
9945,zs2BxJJV,2178,2119,A10,2,30,0,3,0,55,6,2,1,White
9946,RzSSS1e4,2166,2136,C00,3,32,3,0,1,73,6,1,2,White
9947,FlZNZPP2,2122,2086,A36,9,44,3,1,2,71,4,2,4,White
9948,zFmhakz1,1258,1232,D06,3,52,2,1,1,90,2,0,3,White
9949,5Pn5SN9b,1986,1995,B31,6,79,0,2,5,106,3,1,6,White
9950,LyupTQKm,993,888,C00,3,17,2,1,0,36,7,1,2,White
9951,BiZZbIV6,1760,2149,A10,2,69,1,0,3,19,1,0,1,Black
9952,l0BIjtZ0,2138,1901,D00,3,37,2,0,1,62,5,2,1,White
